Timestamp,SkillLevel,ChosenTactic,RemoteX,RemoteY,PlayerHP,BossHP,WayMultiplier,SpeedMultiplier
97.77,0.92,1,1.46,-2.00,0.00,1.00,1.92,1.46
97.99,0.92,2,-1.48,0.72,0.00,1.00,1.92,1.46
98.21,0.92,1,-3.13,0.33,0.00,1.00,1.92,1.46
98.42,0.92,1,-0.68,1.60,0.00,1.00,1.92,1.46
98.64,0.92,1,-0.53,-0.95,0.00,1.00,1.92,1.46
98.86,0.93,0,1.00,-2.27,0.00,1.00,1.93,1.46
99.07,0.91,2,1.24,0.49,1.00,1.00,1.91,1.46
99.29,0.91,1,-2.51,-2.49,1.00,1.00,1.91,1.45
99.49,0.91,1,-3.25,3.18,1.00,1.00,1.91,1.45
99.69,0.91,1,-2.96,1.27,1.00,1.00,1.91,1.45
99.89,0.90,2,-2.51,4.00,1.00,1.00,1.90,1.45
100.09,0.90,1,-2.55,1.00,1.00,1.00,1.90,1.45
100.31,0.89,1,-0.34,3.89,1.00,1.00,1.89,1.45
